pH,moisture,humidity,temperature,crop
5.32,0.53,0.71,0.18,coffee
5.92,0.54,0.75,0.15,coffee
5.73,0.52,0.72,0.16,coffee
5.18,0.59,0.71,0.15,coffee
5.46,0.55,0.71,0.12,coffee
5.61,0.52,0.7,0.12,coffee
5.3,0.56,0.71,0.18,coffee
5.17,0.54,0.71,0.14,coffee
5.6,0.55,0.71,0.18,coffee
5.11,0.57,0.72,0.17,coffee
5.83,0.58,0.73,0.17,coffee
5.54,0.54,0.71,0.18,coffee
5.04,0.56,0.73,0.13,coffee
5.99,0.52,0.74,0.13,coffee
5.69,0.51,0.72,0.12,coffee
5.19,0.59,0.73,0.17,coffee
5.04,0.56,0.72,0.16,coffee
5.49,0.55,0.74,0.13,coffee
5.21,0.59,0.74,0.13,coffee
5.48,0.53,0.7,0.18,coffee
5.96,0.59,0.7,0.15,coffee
5.26,0.6,0.73,0.13,coffee
5.25,0.52,0.72,0.15,coffee
5.49,0.55,0.72,0.12,coffee
5.68,0.51,0.7,0.17,coffee
5.19,0.52,0.71,0.13,coffee
5.46,0.54,0.72,0.17,coffee
5.03,0.56,0.71,0.16,coffee
5.63,0.54,0.72,0.15,coffee
5.26,0.52,0.7,0.16,coffee
5.2,0.53,0.71,0.13,coffee
5.48,0.51,0.75,0.13,coffee
5.74,0.59,0.72,0.18,coffee
5.92,0.56,0.73,0.16,coffee
5.46,0.52,0.73,0.13,coffee
5.21,0.52,0.7,0.17,coffee
5.84,0.54,0.72,0.15,coffee
5.39,0.51,0.72,0.17,coffee
5.52,0.56,0.74,0.14,coffee
5.12,0.59,0.73,0.18,coffee
5.93,0.59,0.7,0.16,coffee
5.65,0.58,0.73,0.17,coffee
5.12,0.54,0.73,0.15,coffee
5.54,0.52,0.74,0.12,coffee
5.68,0.6,0.74,0.16,coffee
5.41,0.54,0.7,0.15,coffee
5.82,0.51,0.75,0.18,coffee
5.68,0.58,0.73,0.17,coffee
5.59,0.57,0.72,0.16,coffee
5.22,0.5,0.74,0.17,coffee
5.52,0.57,0.74,0.12,coffee
5.38,0.55,0.7,0.13,coffee
5.94,0.59,0.71,0.17,coffee
5.72,0.51,0.71,0.13,coffee
5.41,0.54,0.72,0.17,coffee
5.52,0.53,0.73,0.17,coffee
5.6,0.58,0.72,0.13,coffee
5.94,0.59,0.74,0.18,coffee
5.45,0.56,0.74,0.18,coffee
5.55,0.58,0.73,0.18,coffee
5.78,0.5,0.7,0.17,coffee
5.9,0.56,0.74,0.16,coffee
5.79,0.59,0.75,0.17,coffee
5.03,0.53,0.73,0.15,coffee
5.82,0.57,0.75,0.12,coffee
5.4,0.53,0.74,0.16,coffee
5.82,0.6,0.74,0.17,coffee
5.16,0.54,0.74,0.14,coffee
5.91,0.6,0.71,0.17,coffee
5.56,0.59,0.7,0.15,coffee
5.21,0.59,0.74,0.15,coffee
5.8,0.54,0.73,0.15,coffee
5.11,0.54,0.72,0.13,coffee
5.68,0.55,0.73,0.13,coffee
5.33,0.59,0.74,0.15,coffee
5.96,0.5,0.73,0.18,coffee
5.57,0.52,0.74,0.17,coffee
5.54,0.58,0.74,0.13,coffee
5.31,0.59,0.7,0.14,coffee
5.35,0.57,0.7,0.17,coffee
5.77,0.54,0.73,0.12,coffee
5.53,0.55,0.73,0.14,coffee
5.49,0.55,0.7,0.13,coffee
5.24,0.59,0.71,0.12,coffee
5.32,0.58,0.72,0.18,coffee
5.22,0.54,0.71,0.15,coffee
5.04,0.59,0.72,0.12,coffee
5.63,0.59,0.71,0.12,coffee
5.32,0.57,0.71,0.12,coffee
5.73,0.51,0.72,0.15,coffee
5.29,0.54,0.73,0.18,coffee
5.09,0.56,0.74,0.15,coffee
5.29,0.54,0.72,0.13,coffee
5.16,0.56,0.7,0.14,coffee
5.27,0.52,0.73,0.16,coffee
5.13,0.54,0.71,0.12,coffee
5.31,0.55,0.71,0.16,coffee
5.14,0.58,0.74,0.12,coffee
5.67,0.55,0.75,0.17,coffee
5.08,0.54,0.75,0.13,coffee
5.79,0.57,0.7,0.13,coffee
5.09,0.5,0.73,0.16,coffee
5.32,0.58,0.73,0.15,coffee
5.87,0.55,0.71,0.15,coffee
5.53,0.56,0.71,0.12,coffee
5.97,0.54,0.73,0.13,coffee
5.95,0.56,0.71,0.16,coffee
5.6,0.57,0.74,0.12,coffee
5.16,0.52,0.74,0.15,coffee
5.26,0.57,0.72,0.16,coffee
5.99,0.55,0.74,0.15,coffee
5.61,0.5,0.71,0.13,coffee
5.26,0.5,0.7,0.17,coffee
5.68,0.51,0.72,0.13,coffee
5.1,0.55,0.73,0.16,coffee
5.25,0.6,0.72,0.18,coffee
5.08,0.6,0.71,0.16,coffee
5.89,0.6,0.72,0.15,coffee
5.04,0.59,0.74,0.13,coffee
5.64,0.58,0.74,0.16,coffee
5.98,0.52,0.72,0.12,coffee
5.81,0.57,0.75,0.14,coffee
5.21,0.5,0.74,0.16,coffee
5.78,0.56,0.74,0.18,coffee
5.42,0.5,0.73,0.16,coffee
5.59,0.53,0.74,0.16,coffee
5.42,0.56,0.75,0.14,coffee
5.64,0.55,0.72,0.15,coffee
5.2,0.59,0.7,0.17,coffee
5.87,0.56,0.73,0.16,coffee
5.4,0.57,0.74,0.16,coffee
5.35,0.51,0.74,0.12,coffee
5.59,0.54,0.7,0.17,coffee
5.19,0.57,0.71,0.13,coffee
5.51,0.53,0.73,0.16,coffee
5.23,0.51,0.75,0.15,coffee
5.33,0.59,0.72,0.13,coffee
5.05,0.54,0.72,0.17,coffee
5.04,0.57,0.71,0.15,coffee
5.59,0.5,0.71,0.13,coffee
5.17,0.53,0.75,0.16,coffee
5.04,0.56,0.74,0.18,coffee
5.67,0.52,0.71,0.17,coffee
5.93,0.51,0.7,0.15,coffee
5.62,0.59,0.74,0.13,coffee
5.84,0.76,0.79,0.25,jute
6.27,0.89,0.7,0.21,jute
6.57,0.87,0.78,0.22,jute
5.89,0.88,0.75,0.28,jute
5.31,0.9,0.66,0.28,jute
7.19,0.82,0.65,0.32,jute
5.49,0.89,0.75,0.28,jute
6.83,0.79,0.79,0.21,jute
6.15,0.84,0.72,0.26,jute
6.21,0.89,0.75,0.23,jute
7.09,0.79,0.77,0.23,jute
6.67,0.87,0.65,0.29,jute
6.88,0.79,0.79,0.25,jute
5.67,0.83,0.74,0.34,jute
5.37,0.78,0.77,0.24,jute
5.48,0.76,0.68,0.34,jute
6.33,0.89,0.75,0.23,jute
5.67,0.79,0.68,0.2,jute
5.63,0.85,0.79,0.23,jute
5.87,0.8,0.71,0.22,jute
5.7,0.85,0.77,0.32,jute
6.12,0.75,0.68,0.23,jute
6.94,0.86,0.74,0.22,jute
6.02,0.77,0.79,0.3,jute
5.55,0.83,0.79,0.28,jute
5.99,0.85,0.68,0.21,jute
6.0,0.88,0.69,0.24,jute
5.61,0.79,0.68,0.27,jute
7.01,0.76,0.77,0.24,jute
6.67,0.81,0.71,0.33,jute
6.61,0.79,0.78,0.28,jute
5.8,0.87,0.79,0.3,jute
5.32,0.87,0.79,0.26,jute
6.42,0.79,0.75,0.28,jute
6.12,0.87,0.72,0.34,jute
6.36,0.75,0.69,0.33,jute
5.56,0.76,0.72,0.28,jute
7.06,0.78,0.66,0.28,jute
6.43,0.8,0.73,0.24,jute
5.99,0.76,0.79,0.22,jute
6.2,0.77,0.71,0.33,jute
5.55,0.86,0.71,0.27,jute
5.5,0.89,0.66,0.31,jute
5.66,0.84,0.8,0.32,jute
7.18,0.83,0.71,0.32,jute
6.81,0.89,0.71,0.33,jute
5.99,0.83,0.7,0.24,jute
7.09,0.84,0.78,0.27,jute
6.97,0.8,0.69,0.33,jute
5.84,0.88,0.8,0.26,jute
6.37,0.83,0.7,0.25,jute
6.59,0.86,0.74,0.32,jute
5.8,0.87,0.69,0.31,jute
6.72,0.75,0.7,0.26,jute
6.73,0.89,0.69,0.3,jute
6.63,0.78,0.71,0.26,jute
6.34,0.84,0.78,0.25,jute
6.21,0.75,0.67,0.3,jute
5.82,0.85,0.73,0.29,jute
6.95,0.78,0.72,0.29,jute
5.73,0.85,0.66,0.22,jute
5.53,0.87,0.72,0.24,jute
6.96,0.76,0.78,0.34,jute
5.35,0.85,0.74,0.3,jute
7.15,0.87,0.68,0.34,jute
5.67,0.82,0.77,0.31,jute
6.02,0.82,0.68,0.2,jute
5.78,0.75,0.77,0.31,jute
6.5,0.84,0.68,0.28,jute
6.73,0.85,0.78,0.29,jute
6.9,0.83,0.72,0.21,jute
6.49,0.83,0.73,0.22,jute
7.09,0.88,0.67,0.24,jute
5.63,0.79,0.7,0.25,jute
5.7,0.82,0.76,0.31,jute
7.15,0.86,0.66,0.32,jute
5.91,0.76,0.8,0.2,jute
5.77,0.79,0.7,0.26,jute
6.99,0.82,0.78,0.24,jute
6.72,0.75,0.66,0.26,jute
5.39,0.8,0.68,0.26,jute
6.58,0.83,0.74,0.25,jute
5.48,0.82,0.68,0.23,jute
7.01,0.78,0.67,0.24,jute
5.75,0.88,0.67,0.3,jute
7.16,0.82,0.74,0.32,jute
5.86,0.82,0.74,0.23,jute
6.46,0.82,0.79,0.3,jute
6.42,0.87,0.72,0.29,jute
6.51,0.87,0.69,0.24,jute
6.86,0.83,0.74,0.25,jute
6.47,0.83,0.8,0.28,jute
6.74,0.88,0.71,0.24,jute
6.61,0.76,0.79,0.29,jute
6.08,0.78,0.66,0.35,jute
6.39,0.88,0.74,0.33,jute
6.76,0.83,0.78,0.21,jute
6.01,0.81,0.73,0.22,jute
7.12,0.89,0.66,0.21,jute
5.55,0.81,0.72,0.26,jute
5.54,0.85,0.7,0.3,jute
6.86,0.8,0.72,0.32,jute
7.08,0.81,0.7,0.27,jute
6.92,0.78,0.66,0.2,jute
6.73,0.78,0.74,0.23,jute
5.94,0.8,0.69,0.25,jute
7.06,0.86,0.77,0.29,jute
5.68,0.75,0.7,0.21,jute
6.49,0.81,0.74,0.32,jute
7.1,0.89,0.79,0.27,jute
7.16,0.85,0.75,0.2,jute
6.34,0.82,0.71,0.29,jute
5.36,0.78,0.74,0.31,jute
5.42,0.86,0.78,0.25,jute
6.23,0.78,0.71,0.29,jute
6.25,0.81,0.65,0.21,jute
6.74,0.84,0.78,0.22,jute
6.32,0.83,0.8,0.23,jute
6.46,0.87,0.72,0.21,jute
5.92,0.82,0.75,0.28,jute
6.02,0.85,0.65,0.3,jute
5.31,0.8,0.75,0.32,jute
7.04,0.89,0.76,0.25,jute
5.52,0.9,0.76,0.32,jute
6.45,0.87,0.75,0.3,jute
7.18,0.85,0.79,0.29,jute
6.56,0.77,0.69,0.31,jute
5.65,0.79,0.72,0.27,jute
7.14,0.88,0.72,0.3,jute
6.05,0.84,0.73,0.29,jute
6.98,0.85,0.73,0.23,jute
6.48,0.77,0.77,0.24,jute
5.87,0.83,0.66,0.28,jute
6.39,0.81,0.73,0.25,jute
5.92,0.86,0.72,0.26,jute
7.14,0.79,0.78,0.28,jute
5.74,0.87,0.7,0.34,jute
5.3,0.8,0.68,0.31,jute
6.13,0.84,0.66,0.31,jute
6.29,0.79,0.71,0.33,jute
5.46,0.87,0.73,0.21,jute
7.1,0.85,0.68,0.33,jute
5.66,0.76,0.77,0.35,jute
6.35,0.76,0.7,0.32,jute
5.56,0.77,0.73,0.34,jute
5.45,0.82,0.73,0.33,jute
6.4,0.84,0.68,0.21,jute
5.33,0.88,0.75,0.23,jute
6.35,0.88,0.65,0.22,jute
7.07,0.84,0.67,0.26,jute
5.74,0.79,0.77,0.33,jute
5.4,0.78,0.67,0.29,jute
6.97,0.82,0.66,0.28,jute
5.83,0.88,0.69,0.34,jute
5.52,0.8,0.76,0.25,jute
5.47,0.86,0.74,0.3,jute
5.98,0.78,0.73,0.23,jute
6.66,0.88,0.73,0.21,jute
6.89,0.8,0.72,0.21,jute
6.53,0.9,0.69,0.23,jute
5.69,0.78,0.73,0.22,jute
5.41,0.76,0.77,0.27,jute
6.9,0.82,0.7,0.27,jute
6.54,0.84,0.79,0.22,jute
6.28,0.88,0.75,0.35,jute
5.39,0.75,0.68,0.33,jute
5.71,0.81,0.66,0.23,jute
5.55,0.83,0.79,0.21,jute
6.79,0.88,0.79,0.31,jute
6.98,0.78,0.72,0.24,jute
6.79,0.89,0.66,0.28,jute
7.19,0.86,0.76,0.26,jute
6.82,0.8,0.78,0.29,jute
5.74,0.89,0.77,0.3,jute
6.37,0.84,0.7,0.35,jute
5.62,0.86,0.7,0.23,jute
6.36,0.89,0.76,0.27,jute
5.8,0.8,0.73,0.24,jute
5.5,0.8,0.67,0.3,jute
6.07,0.82,0.78,0.22,jute
6.19,0.85,0.69,0.34,jute
6.63,0.85,0.67,0.23,jute
6.24,0.83,0.67,0.25,jute
5.95,0.8,0.72,0.33,jute
6.76,0.8,0.76,0.29,jute
7.1,0.83,0.68,0.23,jute
5.3,0.79,0.69,0.32,jute
6.15,0.89,0.72,0.27,jute
6.49,0.77,0.73,0.28,jute
6.06,0.76,0.74,0.24,jute
5.35,0.87,0.7,0.31,jute
7.19,0.87,0.69,0.32,jute
6.63,0.89,0.76,0.21,jute
5.41,0.89,0.66,0.28,jute
6.49,0.88,0.72,0.24,jute
6.31,0.76,0.73,0.33,jute
6.07,0.88,0.66,0.22,jute
5.68,0.87,0.71,0.26,jute
6.02,0.77,0.8,0.3,jute
6.74,0.88,0.75,0.29,jute
6.78,0.9,0.71,0.29,jute
6.35,0.87,0.8,0.23,jute
6.36,0.89,0.7,0.31,jute
6.05,0.89,0.74,0.3,jute
5.97,0.9,0.78,0.26,jute
5.93,0.88,0.77,0.23,jute
5.72,0.78,0.78,0.28,jute
5.68,0.9,0.78,0.25,jute
6.67,0.77,0.78,0.3,jute
5.44,0.75,0.68,0.29,jute
5.51,0.86,0.7,0.34,jute
5.35,0.85,0.68,0.31,jute
5.68,0.8,0.66,0.33,jute
5.73,0.79,0.7,0.25,jute
5.84,0.87,0.76,0.2,jute
6.11,0.83,0.66,0.32,jute
6.23,0.88,0.7,0.25,jute
6.72,0.86,0.65,0.25,jute
6.44,0.85,0.74,0.24,jute
6.95,0.84,0.66,0.24,jute
6.03,0.85,0.68,0.24,jute
6.81,0.75,0.75,0.29,jute
5.37,0.75,0.75,0.28,jute
6.21,0.77,0.72,0.31,jute
6.57,0.89,0.76,0.25,jute
6.1,0.75,0.72,0.32,jute
7.08,0.78,0.76,0.35,jute
5.62,0.84,0.67,0.28,jute
6.48,0.76,0.69,0.31,jute
6.74,0.86,0.74,0.24,jute
5.41,0.89,0.67,0.26,jute
6.15,0.83,0.69,0.3,jute
6.05,0.81,0.78,0.26,jute
6.9,0.87,0.68,0.22,jute
6.85,0.75,0.79,0.35,jute
5.53,0.89,0.79,0.24,jute
5.5,0.78,0.75,0.31,jute
5.91,0.76,0.75,0.3,jute
6.53,0.76,0.77,0.27,jute
6.04,0.81,0.75,0.26,jute
6.55,0.86,0.75,0.31,jute
5.67,0.84,0.71,0.35,jute
5.48,0.87,0.65,0.25,jute
5.71,0.88,0.68,0.23,jute
7.19,0.76,0.78,0.23,jute
7.16,0.82,0.75,0.22,jute
7.17,0.77,0.79,0.27,jute
6.47,0.82,0.73,0.34,jute
6.17,0.82,0.69,0.25,jute
6.31,0.87,0.71,0.33,jute
7.08,0.77,0.8,0.3,jute
6.63,0.88,0.78,0.23,jute
5.86,0.8,0.76,0.23,jute
6.42,0.85,0.74,0.22,jute
6.98,0.86,0.69,0.32,jute
5.43,0.87,0.65,0.21,jute
7.12,0.9,0.76,0.32,jute
5.87,0.83,0.67,0.3,jute
6.93,0.76,0.79,0.21,jute
6.72,0.84,0.75,0.32,jute
7.12,0.82,0.68,0.2,jute
5.55,0.77,0.68,0.34,jute
5.39,0.84,0.76,0.25,jute
6.56,0.84,0.68,0.22,jute
5.62,0.84,0.71,0.27,jute
7.1,0.79,0.71,0.21,jute
6.69,0.78,0.74,0.33,jute
6.75,0.88,0.69,0.31,jute
7.09,0.86,0.66,0.2,jute
6.99,0.87,0.66,0.26,jute
6.78,0.79,0.77,0.28,jute
6.51,0.76,0.73,0.34,jute
6.8,0.83,0.73,0.25,jute
6.72,0.81,0.79,0.21,jute
5.79,0.82,0.74,0.23,jute
6.75,0.85,0.72,0.3,jute
6.18,0.77,0.74,0.24,jute
6.4,0.88,0.75,0.33,jute
6.42,0.79,0.79,0.33,jute
5.55,0.78,0.77,0.28,jute
6.64,0.83,0.74,0.3,jute
5.93,0.89,0.73,0.32,jute
5.41,0.85,0.75,0.3,jute
7.1,0.77,0.68,0.22,jute
6.63,0.79,0.72,0.32,jute
5.94,0.89,0.78,0.34,jute
6.85,0.85,0.76,0.25,jute
6.51,0.82,0.78,0.3,jute
5.35,0.89,0.66,0.31,jute
6.75,0.85,0.78,0.28,jute
5.36,0.77,0.74,0.31,jute
5.72,0.8,0.77,0.23,jute
6.63,0.82,0.77,0.31,jute
7.1,0.79,0.77,0.28,jute
5.85,0.82,0.68,0.23,jute
6.27,0.79,0.66,0.31,jute
5.83,0.86,0.66,0.27,jute
6.11,0.8,0.75,0.26,jute
6.09,0.83,0.76,0.2,jute
6.05,0.87,0.66,0.24,jute
6.21,0.76,0.69,0.25,jute
6.89,0.81,0.79,0.33,jute
6.04,0.88,0.8,0.31,jute
5.52,0.88,0.78,0.33,jute
6.41,0.89,0.72,0.34,jute
6.45,0.76,0.74,0.31,jute
6.22,0.77,0.79,0.32,jute
5.4,0.83,0.78,0.35,jute
6.95,0.78,0.77,0.23,jute
5.98,0.76,0.69,0.23,jute
7.17,0.89,0.75,0.35,jute
7.19,0.81,0.7,0.31,jute
5.42,0.78,0.77,0.34,jute
5.68,0.79,0.76,0.34,jute
6.37,0.82,0.79,0.34,jute
6.64,0.8,0.75,0.21,jute
6.69,0.77,0.8,0.27,jute
6.64,0.8,0.78,0.27,jute
6.97,0.86,0.68,0.31,jute
6.66,0.87,0.8,0.35,jute
6.57,0.85,0.77,0.27,jute
6.2,0.84,0.74,0.29,jute
6.63,0.77,0.68,0.24,jute
6.16,0.76,0.73,0.31,jute
5.57,0.79,0.8,0.2,jute
6.09,0.77,0.65,0.21,jute
6.43,0.88,0.78,0.27,jute
6.53,0.8,0.7,0.31,jute
5.75,0.76,0.71,0.29,jute
5.91,0.85,0.73,0.34,jute
6.53,0.85,0.72,0.28,jute
7.16,0.81,0.7,0.23,jute
6.16,0.82,0.72,0.27,jute
5.44,0.76,0.75,0.31,jute
5.55,0.75,0.66,0.22,jute
5.82,0.85,0.74,0.29,jute
5.83,0.83,0.67,0.24,jute
5.83,0.76,0.7,0.33,jute
6.55,0.78,0.8,0.22,jute
6.2,0.82,0.8,0.26,jute
5.91,0.78,0.71,0.33,jute
5.92,0.77,0.8,0.3,jute
7.16,0.78,0.73,0.35,jute
6.34,0.84,0.73,0.22,jute
5.94,0.84,0.67,0.21,jute
6.35,0.78,0.76,0.26,jute
6.27,0.76,0.66,0.27,jute
6.53,0.83,0.76,0.32,jute
6.3,0.89,0.8,0.28,jute
6.04,0.85,0.67,0.33,jute
5.86,0.79,0.79,0.21,jute
6.45,0.77,0.73,0.23,jute
6.51,0.84,0.67,0.25,jute
5.55,0.76,0.71,0.24,jute
5.43,0.88,0.72,0.23,jute
6.08,0.79,0.73,0.25,jute
6.77,0.84,0.74,0.23,jute
5.53,0.79,0.79,0.24,jute
6.0,0.83,0.78,0.23,jute
7.02,0.86,0.77,0.26,jute
7.16,0.88,0.66,0.31,jute
7.19,0.88,0.73,0.28,jute
7.15,0.85,0.8,0.29,jute
7.15,0.78,0.76,0.28,jute
5.58,0.82,0.71,0.28,jute
5.62,0.82,0.68,0.28,jute
5.94,0.81,0.76,0.26,jute
5.72,0.81,0.78,0.23,jute
5.56,0.83,0.66,0.34,jute
5.47,0.78,0.7,0.27,jute
6.1,0.89,0.67,0.24,jute
6.26,0.79,0.78,0.23,jute
7.2,0.82,0.78,0.22,jute
6.49,0.76,0.8,0.23,jute
7.15,0.85,0.78,0.26,jute
7.14,0.82,0.73,0.28,jute
5.94,0.85,0.67,0.32,jute
5.59,0.79,0.66,0.27,jute
6.16,0.75,0.72,0.29,jute
5.91,0.79,0.77,0.24,jute
5.81,0.89,0.69,0.31,jute
6.61,0.85,0.69,0.23,jute
5.58,0.77,0.72,0.27,jute
6.75,0.83,0.78,0.33,jute
6.36,0.86,0.8,0.32,jute
5.91,0.89,0.67,0.26,jute
5.8,0.8,0.67,0.25,jute
6.84,0.77,0.71,0.31,jute
5.7,0.85,0.7,0.29,jute
6.18,0.76,0.69,0.25,jute
6.34,0.79,0.75,0.21,jute
5.49,0.79,0.8,0.34,jute
6.1,0.76,0.68,0.35,jute
6.78,0.86,0.73,0.29,jute
5.96,0.81,0.65,0.32,jute
5.73,0.83,0.68,0.25,jute
6.97,0.89,0.78,0.28,jute
6.52,0.78,0.65,0.3,jute
6.37,0.84,0.67,0.28,jute
5.93,0.8,0.67,0.29,jute
6.76,0.76,0.75,0.35,jute
6.92,0.81,0.76,0.35,jute
5.74,0.84,0.77,0.22,jute
5.64,0.87,0.73,0.3,jute
5.61,0.82,0.7,0.21,jute
6.05,0.78,0.68,0.35,jute
5.93,0.77,0.76,0.21,jute
6.82,0.82,0.69,0.23,jute
6.8,0.82,0.68,0.29,jute
6.84,0.86,0.69,0.23,jute
5.39,0.87,0.69,0.27,jute
6.22,0.83,0.74,0.24,jute
7.11,0.76,0.71,0.3,jute
6.2,0.79,0.78,0.29,jute
6.82,0.75,0.72,0.3,jute
6.62,0.89,0.74,0.34,jute
6.97,0.8,0.78,0.26,jute
6.99,0.81,0.67,0.26,jute
6.15,0.9,0.69,0.3,jute
6.49,0.87,0.77,0.28,jute
5.69,0.84,0.66,0.35,jute
5.56,0.9,0.78,0.24,jute
5.78,0.84,0.66,0.24,jute
6.72,0.8,0.78,0.31,jute
6.26,0.89,0.77,0.27,jute
6.83,0.75,0.78,0.22,jute
6.26,0.76,0.65,0.28,jute
6.22,0.78,0.67,0.34,jute
5.42,0.88,0.8,0.28,jute
5.45,0.89,0.75,0.32,jute
6.46,0.88,0.7,0.26,jute
6.43,0.86,0.75,0.23,jute
5.3,0.85,0.75,0.24,jute
5.76,0.83,0.67,0.3,jute
5.93,0.85,0.75,0.28,jute
7.19,0.83,0.8,0.32,jute
6.4,0.78,0.66,0.21,jute
7.09,0.83,0.76,0.31,jute
5.93,0.89,0.77,0.25,jute
6.32,0.86,0.76,0.23,jute
5.9,0.75,0.79,0.29,jute
5.31,0.84,0.78,0.33,jute
6.45,0.76,0.78,0.3,jute
6.48,0.87,0.72,0.33,jute
6.67,0.85,0.73,0.33,jute
6.21,0.86,0.7,0.25,jute
6.38,0.75,0.77,0.28,jute
6.47,0.85,0.77,0.21,jute
7.0,0.86,0.71,0.34,jute
6.83,0.79,0.67,0.26,jute
7.2,0.77,0.76,0.34,jute
6.2,0.86,0.68,0.32,jute
6.92,0.82,0.69,0.2,jute
5.72,0.77,0.69,0.31,jute
6.53,0.78,0.67,0.23,jute
6.28,0.85,0.74,0.27,jute
6.38,0.76,0.77,0.26,jute
6.04,0.84,0.79,0.26,jute
6.74,0.86,0.71,0.25,jute
5.79,0.79,0.71,0.27,jute
7.02,0.79,0.73,0.23,jute
5.33,0.86,0.79,0.31,jute
5.48,0.83,0.68,0.25,jute
7.07,0.89,0.69,0.28,jute
6.98,0.77,0.71,0.32,jute
6.01,0.82,0.73,0.35,jute
6.38,0.82,0.69,0.31,jute
6.14,0.75,0.7,0.29,jute
5.62,0.79,0.74,0.2,jute
5.45,0.9,0.67,0.21,jute
6.55,0.78,0.67,0.22,jute
5.58,0.86,0.73,0.28,jute
6.9,0.81,0.77,0.27,jute
6.57,0.82,0.71,0.3,jute
6.38,0.86,0.76,0.27,jute
5.61,0.82,0.67,0.29,jute
6.52,0.82,0.71,0.34,jute
6.25,0.84,0.74,0.29,jute
6.28,0.82,0.67,0.3,jute
5.73,0.81,0.74,0.31,jute
6.44,0.76,0.76,0.28,jute
6.58,0.81,0.73,0.3,jute
5.57,0.89,0.67,0.34,jute
5.48,0.85,0.71,0.23,jute
7.09,0.81,0.76,0.31,jute
5.54,0.88,0.67,0.21,jute
6.07,0.75,0.76,0.23,jute
5.33,0.79,0.68,0.25,jute
5.94,0.75,0.72,0.21,jute
5.64,0.84,0.74,0.26,jute
5.32,0.9,0.72,0.26,jute
5.54,0.89,0.71,0.21,jute
5.43,0.84,0.67,0.26,jute
5.81,0.79,0.74,0.32,jute
5.71,0.79,0.71,0.24,jute
6.91,0.77,0.66,0.27,jute
6.68,0.75,0.7,0.27,jute
6.78,0.85,0.66,0.33,jute
5.96,0.87,0.7,0.25,jute
6.02,0.76,0.78,0.21,jute
7.05,0.57,0.22,0.17,paddy
7.07,0.57,0.22,0.18,paddy
6.35,0.57,0.22,0.18,paddy
7.29,0.59,0.23,0.17,paddy
7.37,0.57,0.21,0.17,paddy
6.88,0.61,0.21,0.19,paddy
5.83,0.62,0.23,0.18,paddy
6.25,0.59,0.24,0.16,paddy
5.6,0.58,0.23,0.17,paddy
5.62,0.61,0.25,0.17,paddy
5.12,0.65,0.22,0.18,paddy
5.17,0.56,0.22,0.2,paddy
5.41,0.63,0.24,0.18,paddy
5.88,0.59,0.22,0.19,paddy
6.62,0.64,0.22,0.17,paddy
6.63,0.61,0.22,0.19,paddy
5.92,0.62,0.24,0.19,paddy
5.6,0.59,0.24,0.19,paddy
5.9,0.6,0.21,0.18,paddy
7.33,0.61,0.22,0.17,paddy
7.04,0.6,0.23,0.19,paddy
6.47,0.59,0.23,0.18,paddy
7.38,0.58,0.23,0.16,paddy
6.08,0.57,0.23,0.19,paddy
7.39,0.57,0.23,0.15,paddy
6.05,0.57,0.22,0.19,paddy
7.32,0.57,0.23,0.16,paddy
6.26,0.57,0.22,0.19,paddy
6.66,0.65,0.21,0.19,paddy
5.65,0.59,0.23,0.17,paddy
6.71,0.62,0.24,0.19,paddy
5.42,0.63,0.22,0.18,paddy
6.05,0.62,0.21,0.19,paddy
7.07,0.58,0.21,0.16,paddy
6.61,0.62,0.24,0.15,paddy
5.7,0.62,0.22,0.16,paddy
5.64,0.59,0.22,0.19,paddy
5.82,0.6,0.22,0.16,paddy
5.1,0.58,0.24,0.2,paddy
5.95,0.6,0.24,0.17,paddy
5.71,0.62,0.21,0.19,paddy
5.97,0.55,0.23,0.19,paddy
5.76,0.57,0.24,0.17,paddy
7.3,0.6,0.22,0.18,paddy
6.0,0.57,0.21,0.2,paddy
6.44,0.57,0.24,0.16,paddy
6.79,0.64,0.22,0.19,paddy
7.23,0.63,0.21,0.15,paddy
6.22,0.56,0.2,0.19,paddy
5.58,0.57,0.22,0.18,paddy
5.45,0.58,0.21,0.19,paddy
7.23,0.59,0.21,0.19,paddy
6.41,0.64,0.25,0.16,paddy
7.21,0.64,0.23,0.2,paddy
6.81,0.63,0.22,0.19,paddy
6.46,0.57,0.24,0.17,paddy
5.89,0.57,0.2,0.19,paddy
6.99,0.6,0.22,0.18,paddy
5.72,0.58,0.23,0.16,paddy
6.21,0.56,0.22,0.16,paddy
7.47,0.64,0.23,0.17,paddy
7.46,0.61,0.23,0.19,paddy
7.37,0.63,0.21,0.19,paddy
6.68,0.59,0.24,0.17,paddy
6.21,0.61,0.24,0.16,paddy
6.67,0.58,0.21,0.16,paddy
5.05,0.61,0.23,0.17,paddy
6.53,0.58,0.25,0.19,paddy
6.74,0.64,0.22,0.15,paddy
7.17,0.62,0.22,0.18,paddy
5.76,0.6,0.25,0.2,paddy
5.26,0.59,0.24,0.19,paddy
6.41,0.59,0.22,0.18,paddy
7.27,0.55,0.2,0.19,paddy
6.76,0.61,0.23,0.17,paddy
7.34,0.55,0.23,0.18,paddy
7.22,0.58,0.23,0.16,paddy
7.25,0.59,0.23,0.19,paddy
6.65,0.58,0.23,0.18,paddy
